batch,n_samples,drift_type,drift_factor_tau,drift_factor_g,HYBRID_auc_clean,HYBRID_auc_corrupt,HYBRID_brier_clean,HYBRID_brier_corrupt,HYBRID_ece_clean,HYBRID_ece_corrupt,HYBRID_risk_stable,HYBRID_risk_border,HYBRID_risk_critical,HYBRID_confidence_mean,HYBRID_conf_coverage,HYBRID_conf_singleton,HYBRID_conf_ambiguous,SVM_auc_clean,SVM_auc_corrupt,SVM_brier_clean,SVM_brier_corrupt,SVM_ece_clean,SVM_ece_corrupt,SVM_risk_stable,SVM_risk_border,SVM_risk_critical,SVM_confidence_mean,SVM_conf_coverage,SVM_conf_singleton,SVM_conf_ambiguous,RF_auc_clean,RF_auc_corrupt,RF_brier_clean,RF_brier_corrupt,RF_ece_clean,RF_ece_corrupt,RF_risk_stable,RF_risk_border,RF_risk_critical,RF_confidence_mean,RF_conf_coverage,RF_conf_singleton,RF_conf_ambiguous,LGBM_auc_clean,LGBM_auc_corrupt,LGBM_brier_clean,LGBM_brier_corrupt,LGBM_ece_clean,LGBM_ece_corrupt,LGBM_risk_stable,LGBM_risk_border,LGBM_risk_critical,LGBM_confidence_mean,LGBM_conf_coverage,LGBM_conf_singleton,LGBM_conf_ambiguous,HYBRID_rolling_auc,HYBRID_rolling_ece,HYBRID_rolling_brier,HYBRID_rolling_confidence,HYBRID_rolling_coverage,SVM_rolling_auc,SVM_rolling_ece,SVM_rolling_brier,SVM_rolling_confidence,SVM_rolling_coverage,RF_rolling_auc,RF_rolling_ece,RF_rolling_brier,RF_rolling_confidence,RF_rolling_coverage,LGBM_rolling_auc,LGBM_rolling_ece,LGBM_rolling_brier,LGBM_rolling_confidence,LGBM_rolling_coverage,feature_psi,feature_kl,recalibration_alert,cusum_brier,cusum_confidence,page_hinkley_brier,page_hinkley_confidence
75,100,gradual,1.2188,1.0,0.9253,0.8595,0.0744,0.1209,0.0779,0.1171,30,0,70,0.9723,0.86,1.0,0.0,0.9622,0.8829,0.0929,0.161,0.1019,0.1677,42,1,57,0.9899,0.84,1.0,0.0,0.9153,0.8907,0.0799,0.1004,0.0771,0.095,29,0,71,0.985,0.89,1.0,0.0,0.9455,0.8504,0.049,0.1298,0.0464,0.1291,26,7,67,0.9809,0.87,1.0,0.0,0.9057,0.145,0.1428,0.9806,0.837,0.8595,0.1691,0.1649,0.9868,0.828,0.8953,0.1268,0.1261,0.9718,0.845,0.8893,0.1014,0.1059,0.9786,0.885,0.4722,0.2372,True,1.0502,0.1886,0.8955,0.1605
76,100,gradual,1.225,1.0,0.9593,0.9053,0.1151,0.1454,0.1293,0.158,23,0,77,0.968,0.81,1.0,0.0,0.9614,0.9026,0.0948,0.1416,0.1018,0.1475,35,0,65,0.9902,0.85,1.0,0.0,0.944,0.924,0.1145,0.1412,0.1321,0.1579,27,0,73,0.9679,0.81,1.0,0.0,0.9323,0.8644,0.0583,0.1188,0.0536,0.1109,26,7,67,0.9809,0.87,1.0,0.0,0.8994,0.146,0.1436,0.9795,0.835,0.8645,0.1675,0.1634,0.987,0.829,0.8975,0.1282,0.127,0.9712,0.843,0.8854,0.1047,0.1105,0.9776,0.879,0.6034,0.3028,True,1.1227,0.2013,0.9518,0.1704
77,100,gradual,1.2312,1.0,0.972,0.8937,0.0837,0.1456,0.0851,0.1455,21,0,79,0.9855,0.84,1.0,0.0,0.9387,0.7693,0.1001,0.2331,0.1112,0.2447,24,3,73,0.9795,0.75,1.0,0.0,0.9677,0.915,0.0637,0.1198,0.0729,0.1307,26,0,74,0.9807,0.85,1.0,0.0,0.9242,0.8967,0.0515,0.0792,0.0555,0.0778,23,6,71,0.9822,0.92,1.0,0.0,0.8936,0.1488,0.1464,0.9793,0.832,0.8524,0.181,0.1758,0.9858,0.815,0.8963,0.1329,0.1302,0.9719,0.839,0.8875,0.1012,0.1072,0.9775,0.884,0.6642,0.3341,True,1.1981,0.2142,1.0101,0.1803
78,100,gradual,1.2375,1.0,0.947,0.8841,0.08,0.0897,0.0879,0.0977,23,0,77,0.9861,0.89,1.0,0.0,0.9742,0.9158,0.0717,0.1276,0.0787,0.1282,29,3,68,0.9771,0.87,1.0,0.0,0.9537,0.9303,0.0737,0.082,0.0829,0.0898,25,1,74,0.9845,0.9,1.0,0.0,0.9412,0.9095,0.0419,0.0753,0.0484,0.0836,27,4,69,0.9875,0.92,1.0,0.0,0.9004,0.1387,0.1353,0.9791,0.842,0.8551,0.1784,0.1746,0.9861,0.819,0.901,0.1297,0.1253,0.9732,0.844,0.8948,0.0937,0.0987,0.9783,0.893,0.4264,0.2138,True,1.2623,0.2272,1.0566,0.1902
79,100,gradual,1.2437,1.0,0.9875,0.8422,0.0937,0.15,0.1067,0.1555,19,0,81,0.9855,0.83,1.0,0.0,0.9461,0.8995,0.1081,0.1515,0.1126,0.1508,26,4,70,0.9802,0.84,1.0,0.0,0.9358,0.9078,0.091,0.1276,0.1012,0.1438,20,1,79,0.9738,0.83,1.0,0.0,0.9537,0.8997,0.0405,0.0896,0.0418,0.0882,23,6,71,0.981,0.9,1.0,0.0,0.8947,0.1394,0.1355,0.9787,0.841,0.8604,0.1739,0.1698,0.9855,0.824,0.9007,0.1311,0.1253,0.9735,0.843,0.8964,0.0923,0.0961,0.9786,0.895,0.6209,0.3131,True,1.3268,0.2407,1.1027,0.2005
80,100,abrupt,1.25,0.7,0.8629,0.8448,0.1729,0.2388,0.1632,0.2347,48,0,52,0.9776,0.75,1.0,0.0,0.9134,0.8835,0.2493,0.2532,0.251,0.2526,51,4,45,0.9834,0.75,1.0,0.0,0.8484,0.7314,0.1771,0.2706,0.1668,0.2618,44,1,55,0.9704,0.72,1.0,0.0,0.8514,0.7521,0.2079,0.2786,0.2109,0.2798,49,5,46,0.9829,0.71,1.0,0.0,0.8873,0.1457,0.1433,0.9783,0.835,0.8675,0.1796,0.1754,0.9859,0.819,0.8862,0.1415,0.1374,0.9738,0.834,0.8862,0.1082,0.1111,0.9788,0.88,1.1587,0.5803,True,1.399,0.2546,1.1559,0.2109
81,100,gradual+abrupt,1.2563,0.7,0.9181,0.8155,0.1049,0.1928,0.1162,0.1749,43,0,57,0.9732,0.8,1.0,0.0,0.8752,0.7458,0.2611,0.3465,0.2663,0.3526,47,1,52,0.9887,0.65,1.0,0.0,0.9231,0.8896,0.1089,0.1379,0.128,0.13,41,0,59,0.97,0.86,1.0,0.0,0.9179,0.8691,0.1523,0.1885,0.1682,0.1954,44,9,47,0.9754,0.78,1.0,0.0,0.8762,0.1494,0.148,0.9779,0.831,0.8547,0.2007,0.1962,0.9859,0.798,0.8813,0.1462,0.1426,0.9736,0.831,0.8822,0.1184,0.1206,0.9787,0.868,0.9849,0.4948,True,1.476,0.2688,1.213,0.2217
82,100,gradual+abrupt,1.2625,0.7,0.9389,0.8761,0.1256,0.1794,0.1368,0.1814,50,1,49,0.9799,0.81,1.0,0.0,0.9211,0.9028,0.2134,0.2349,0.2175,0.242,56,3,41,0.9893,0.75,1.0,0.0,0.8992,0.8317,0.1294,0.2068,0.1271,0.1887,50,0,50,0.9687,0.78,1.0,0.0,0.8871,0.8105,0.1823,0.2525,0.1982,0.2609,57,7,36,0.9809,0.72,1.0,0.0,0.8707,0.1558,0.1539,0.9781,0.826,0.8656,0.198,0.1933,0.9859,0.8,0.8751,0.1499,0.1485,0.9732,0.827,0.8702,0.1382,0.1376,0.98,0.849,0.8988,0.45,True,1.5589,0.2829,1.2752,0.2321
83,100,gradual+abrupt,1.2688,0.7,0.9113,0.8511,0.1347,0.1802,0.149,0.1873,43,0,57,0.9778,0.81,1.0,0.0,0.9122,0.8061,0.2711,0.2922,0.2816,0.3025,49,3,48,0.9826,0.69,1.0,0.0,0.9044,0.8274,0.1352,0.1921,0.1546,0.2,43,0,57,0.97,0.81,1.0,0.0,0.875,0.8228,0.2089,0.2528,0.2281,0.2634,49,10,41,0.9701,0.71,1.0,0.0,0.8696,0.1588,0.157,0.9782,0.825,0.8629,0.2124,0.2071,0.9851,0.785,0.873,0.1527,0.151,0.973,0.828,0.8614,0.155,0.1532,0.9799,0.832,1.2814,0.6364,True,1.6448,0.2969,1.3397,0.2423
84,100,gradual+abrupt,1.275,0.7,0.8729,0.8258,0.1392,0.1743,0.1487,0.1795,47,1,52,0.9603,0.83,1.0,0.0,0.8508,0.7967,0.274,0.3112,0.2751,0.321,48,2,50,0.9836,0.68,1.0,0.0,0.884,0.8408,0.1415,0.1834,0.1481,0.1785,50,1,49,0.9663,0.81,1.0,0.0,0.8667,0.7825,0.1831,0.2603,0.1935,0.2732,51,9,40,0.9732,0.71,1.0,0.0,0.8598,0.1632,0.1617,0.9766,0.823,0.8505,0.231,0.2253,0.9844,0.767,0.8689,0.1576,0.1562,0.9737,0.826,0.8458,0.1762,0.1725,0.9795,0.811,0.8895,0.4457,True,1.7355,0.3124,1.4081,0.2539
85,100,gradual+abrupt,1.2812,0.7,0.9552,0.9543,0.1086,0.0974,0.1265,0.1108,37,1,62,0.973,0.9,1.0,0.0,0.9233,0.8595,0.2169,0.2292,0.2205,0.237,45,2,53,0.9833,0.75,1.0,0.0,0.9286,0.8921,0.1096,0.1344,0.1267,0.1589,39,0,61,0.9689,0.87,1.0,0.0,0.8929,0.8364,0.1957,0.2272,0.214,0.2451,42,9,49,0.9751,0.73,1.0,0.0,0.8693,0.1625,0.1594,0.9767,0.827,0.8482,0.2379,0.2321,0.9838,0.758,0.869,0.164,0.1596,0.9721,0.824,0.8444,0.1878,0.1823,0.9789,0.797,1.215,0.6069,True,1.8238,0.3279,1.4733,0.2653
86,100,gradual+abrupt,1.2875,0.7,0.8971,0.8442,0.123,0.1707,0.1284,0.1726,49,0,51,0.9833,0.83,1.0,0.0,0.8421,0.7558,0.2544,0.2725,0.2609,0.2749,52,1,47,0.9902,0.73,1.0,0.0,0.9,0.8354,0.1228,0.1803,0.1329,0.1814,50,0,50,0.9786,0.82,1.0,0.0,0.875,0.8008,0.1712,0.2315,0.1799,0.2361,52,5,43,0.9861,0.75,1.0,0.0,0.8632,0.164,0.1619,0.9782,0.829,0.8335,0.2506,0.2452,0.9838,0.746,0.8602,0.1664,0.1635,0.9732,0.825,0.838,0.2003,0.1936,0.9794,0.785,1.3962,0.7011,True,1.9147,0.3419,1.5402,0.2751
87,100,gradual+abrupt,1.2937,0.7,0.9064,0.9103,0.1183,0.12,0.1302,0.1208,45,0,55,0.974,0.88,1.0,0.0,0.8738,0.8207,0.2442,0.3068,0.2539,0.3196,49,4,47,0.9822,0.68,1.0,0.0,0.9112,0.8763,0.1198,0.1424,0.1193,0.1492,43,0,57,0.9708,0.86,1.0,0.0,0.8923,0.8758,0.1717,0.1983,0.1836,0.2182,48,9,43,0.9727,0.76,1.0,0.0,0.8648,0.1615,0.1593,0.9771,0.833,0.8386,0.2581,0.2526,0.9841,0.739,0.8563,0.1682,0.1658,0.9722,0.826,0.8359,0.2144,0.2055,0.9785,0.769,0.8794,0.4411,True,2.0029,0.357,1.6037,0.2858
88,100,gradual+abrupt,1.3,0.7,0.971,0.951,0.0659,0.0961,0.0615,0.0963,44,0,56,0.9616,0.87,1.0,0.0,0.8939,0.7772,0.1899,0.295,0.1911,0.2942,48,1,51,0.9894,0.7,1.0,0.0,0.9435,0.8994,0.0721,0.1168,0.08,0.0914,42,0,58,0.9614,0.87,1.0,0.0,0.9447,0.8962,0.0978,0.1287,0.1082,0.1282,46,8,46,0.9782,0.85,1.0,0.0,0.8715,0.1614,0.16,0.9746,0.831,0.8248,0.2747,0.2693,0.9853,0.722,0.8532,0.1684,0.1692,0.9699,0.823,0.8346,0.2188,0.2108,0.9776,0.762,1.1932,0.5992,True,2.0919,0.3745,1.6672,0.2989
89,100,gradual+abrupt,1.3062,0.7,0.9138,0.9048,0.1152,0.134,0.1197,0.1246,37,0,63,0.9746,0.85,1.0,0.0,0.9067,0.8552,0.1976,0.2348,0.2107,0.232,36,6,58,0.9655,0.74,1.0,0.0,0.9036,0.8317,0.1202,0.1959,0.1208,0.1757,37,0,63,0.9657,0.79,1.0,0.0,0.9031,0.8579,0.157,0.1976,0.1709,0.2155,39,9,52,0.9755,0.76,1.0,0.0,0.8778,0.1583,0.1584,0.9735,0.833,0.8203,0.2828,0.2776,0.9838,0.712,0.8456,0.1716,0.1761,0.9691,0.819,0.8304,0.2316,0.2216,0.977,0.748,1.2131,0.6095,True,2.1792,0.3932,1.7283,0.3129
90,100,gradual+abrupt,1.3125,0.7,0.8797,0.8574,0.1549,0.167,0.1533,0.1509,49,0,51,0.9709,0.82,1.0,0.0,0.833,0.7989,0.3131,0.3122,0.3249,0.3162,56,2,42,0.9859,0.68,1.0,0.0,0.8723,0.858,0.1574,0.1727,0.1476,0.1543,53,0,47,0.9743,0.82,1.0,0.0,0.8514,0.8359,0.201,0.1888,0.2059,0.1809,52,7,41,0.9809,0.8,1.0,0.0,0.879,0.1499,0.1512,0.9729,0.84,0.8119,0.2892,0.2835,0.9841,0.705,0.8582,0.1608,0.1663,0.9695,0.829,0.8388,0.2217,0.2126,0.9768,0.757,1.7621,0.8847,True,2.2594,0.4125,1.7816,0.3273
91,100,gradual+abrupt,1.3188,0.7,0.852,0.8119,0.176,0.2139,0.19,0.2099,49,0,51,0.9699,0.76,1.0,0.0,0.9124,0.8272,0.2346,0.2717,0.2446,0.279,56,4,40,0.9735,0.72,1.0,0.0,0.8508,0.8328,0.1813,0.1974,0.1707,0.1886,52,0,48,0.9786,0.79,1.0,0.0,0.8299,0.8342,0.2074,0.2026,0.2064,0.2036,55,6,39,0.9836,0.78,1.0,0.0,0.8787,0.1534,0.1533,0.9725,0.836,0.82,0.2818,0.276,0.9826,0.712,0.8526,0.1667,0.1722,0.9703,0.822,0.8353,0.2225,0.214,0.9776,0.757,1.3575,0.6305,True,2.3416,0.4321,1.8363,0.342
